id,text,author
id06140,"The Spaniard 'is sure' that it was that of an Englishman, but 'judges by the intonation' altogether, 'as he has no knowledge of the English.'",EAP
id15512,Raymond then lamented the cureless evil of his situation with Perdita.,MWS
id22650,"His wit, his bon mots, the record of his personal attractions, fascinating manners, and social talents, were long remembered and repeated from mouth to mouth.",MWS
id21278,"I know not by what chain of thought the idea presented itself, but it instantly darted into my mind that the murderer had come to mock at my misery and taunt me with the death of Clerval, as a new incitement for me to comply with his hellish desires.",MWS
id12809,"Thus years passed on; and years only added fresh love of freedom, and contempt for all that was not as wild and rude as myself.",MWS
id17428,"In a few seconds he had uncovered a mass of human bones, forming two complete skeletons, intermingled with several buttons of metal, and what appeared to be the dust of decayed woollen.",EAP
id22699,"I darted towards the spot from which the sound proceeded, but the devil eluded my grasp.",MWS
id12294,"The silk on the parasol was strong, but the threads of it were run together within.",EAP
id11742,"She threw open her window, which looked on the palace garden.",MWS
id17058,"I s'pose you know though I can see you're a Westerner by your talk what a lot our New England ships used to have to do with queer ports in Africa, Asia, the South Seas, and everywhere else, and what queer kinds of people they sometimes brought back with 'em.",HPL
id26552,To him a pas de papillon has been an abstract conception.,EAP
id10826,"I am that very Signora Psyche Zenobia, so justly celebrated as corresponding secretary to the ""Philadelphia, Regular, Exchange, Tea, Total, Young, Belles, Lettres, Universal, Experimental, Bibliographical, Association, To, Civilize, Humanity.""",EAP
id23554,"Oh the brave power of the bitter north wind which freezes the tears it has caused to shed But I will not bear this; go: the sun will rise and set as before you came, and I shall sit among the pines or wander on the heath weeping and complaining without wishing for you to listen.",MWS
id01844,"Chapter ""I now hasten to the more moving part of my story.",MWS
id23932,"I found it in the glare of mid afternoon, in the clangour of a metropolis, and in the teeming midst of a shabby and commonplace rooming house with a prosaic landlady and two stalwart men by my side.",HPL
id00944,"That is, never no full blooded one.",HPL
id14411,"And since by person we understand an intelligent essence having reason, and since there is a consciousness which always accompanies thinking, it is this which makes us all to be that which we call ourselves, thereby distinguishing us from other beings that think, and giving us our personal identity.",EAP
id23034,"We sat in his library, and he spoke of the old Greek sages, and of the power which they had acquired over the minds of men, through the force of love and wisdom only.",MWS
id00223,You shall be my heir.,EAP
id23655,"Ye see, they was able to live both in an' aout o' water what they call amphibians, I guess.",HPL
id14887,"I must do him the justice to say, however, that when he made up his mind finally to settle in that town, it was under the impression that no newspaper, and consequently no editor, existed in that particular section of the country.",EAP
id10651,"The tale was quickly told, but it awakened various trains of reflection.",MWS
id02986,"I signified my readiness to proceed, but our guides protested against such a measure.",MWS
id13823,"""Precisely the one went east and the other went west, you jade, and they both have gone quite round the world.",EAP
id24811,"In the mean time the investigation proceeded with vigor, if not always with judgment, and numerous individuals were examined to no purpose; while, owing to the continual absence of all clue to the mystery, the popular excitement greatly increased.",EAP
id15580,"Baffled, the excavators sought a conference with the Superintendent, who ordered great lengths of rope to be taken to the pit, and spliced and lowered without cessation till a bottom might be discovered.",HPL
id12305,I saw vessels near the shore and found myself suddenly transported back to the neighbourhood of civilized man.,MWS
id01127,"""There he lies, white and cold in death.",MWS
id08996,"And then there was 'The Diary of a Late Physician,' where the merit lay in good rant, and indifferent Greek both of them taking things with the public.",EAP
id25029,He threatened excommunication and hell fire in my last moments if I continued obdurate.,MWS
id05456,"After midnight their shrill notes burst into a kind of pandaemoniac cachinnation which filled all the countryside, and not until dawn did they finally quiet down.",HPL
id02911,The physical state of man would soon not yield to the beatitude of angels; disease was to be banished; labour lightened of its heaviest burden.,MWS
id14661,"He had introduced himself to Adrian, by a request he made to observe some planetary motions from his glass.",MWS
id00606,"Often all sounds were suspended, that we might listen to the nightingale, while the fire flies danced in bright measure, and the soft cooing of the aziolo spoke of fair weather to the travellers.",MWS
id13894,"And what damnable expressiveness Pickman sometimes gave the sightless faces of this charnel booty Occasionally the things were shewn leaping through open windows at night, or squatting on the chests of sleepers, worrying at their throats.",HPL
